id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
CF612,Alindao,Alindao,alindao-cf612,CF612,2,4.955,21.224
CF613,Kembé,Kembé,kemb-cf613,CF613,1,4.544,21.595
CF614,Mingala,Mingala,mingala-cf614,CF614,6,5.209,21.591
CF611,Mobaye,Mobaye,mobaye-cf611,CF611,2,4.495,21.217
CF616,Satéma,Satéma,satma-cf616,CF616,1,4.375,21.956
CF615,Zangba,Zangba,zangba-cf615,CF615,3,4.624,20.825
